# format=SNRtot_MF, evidence_inj-nofilter, occams, mass_in_solar, chi_inject]
1.560610622210165559e+02 1.217026552242151229e+04 1.470681659360904576e-03 8.553186660300831079e+01 4.878287261904216687e-01
1.303239308176847828e+02 8.487087520275759744e+03 1.362683438155136255e-03 9.428704911234947872e+01 3.112115287705463640e-01
1.294862922171060973e+02 8.381174367715670087e+03 1.248967664062003609e-02 1.150456571327582651e+02 1.161657809531239927e-01
4.723720163357322122e+02 1.115557379578376567e+05 6.352836541515787022e-06 8.028755177046591029e+01 9.021768151081176468e-01
1.252190734606757729e+02 7.833992025893266145e+03 2.827012260974525034e-04 8.747272133742890787e+01 7.832400044091457625e-01
2.346473864266586133e+02 2.751897631046582319e+04 5.082269233212629482e-04 6.951710578963945864e+01 2.981594655092216217e-01
1.294434169812432742e+02 8.373793537942132389e+03 3.462295915126103584e-04 4.318627877826495620e+01 6.335862706567008118e-01
2.584503975107256224e+02 3.339309360389247013e+04 1.588209135378946713e-05 5.396867081103928854e+01 8.613199372349129579e-01
1.787568033518531365e+02 1.596538727868550814e+04 7.623403849818944766e-05 6.114288160592299448e+01 7.604240854177052311e-01
1.591504364616511680e+02 1.263562643341756848e+04 6.352836541515787022e-06 3.088658121424313308e+01 9.237400637665876824e-01
1.497287244016052341e+02 1.120130029409007875e+04 8.576329331046311506e-05 3.159405314540694576e+01 7.470216058659514546e-01
1.882371346349098573e+01 1.738957468572845073e+02 7.444571501175274719e-02 8.454287479634993474e+01 9.537752604831879755e-02
1.295272617173030483e+02 8.381684888691468586e+03 2.090083222158693743e-03 4.685964142322298187e+01 3.601746178829546285e-01
1.537254696561712421e+02 1.181160653095908310e+04 2.096436058700209756e-03 7.275637407529116274e+01 3.450059345720127846e-01
3.415464753654663355e+02 5.832443399083728582e+04 8.322215869385680195e-04 8.932620870644456090e+01 1.244797924574935488e-01
4.353340154113626426e+01 9.388296788450294343e+02 1.337272091989073070e-03 7.669486840003838779e+01 8.156194445121973668e-01
1.166576009468544015e+02 6.796660254715018709e+03 1.207038942887999543e-04 1.171808394752878399e+02 8.438305841501729798e-01
1.198149604680634184e+02 7.167176481271861121e+03 6.511657455053681490e-04 3.932469503690776946e+01 2.917158613449879478e-01
1.624465352309977391e+02 1.318954287447544448e+04 2.563369544501619812e-03 6.565263954508033351e+01 1.472147694131852591e-01
5.797158016225762367e+01 1.677077187310424279e+03 5.199796709230671173e-03 1.156753581866151563e+02 3.348943976583654836e-01
2.713477595729008272e+02 3.680572922777412168e+04 2.032907693285051847e-04 1.100605800429850802e+02 6.460083126574702739e-01
2.534108864214248058e+01 3.158385708001761145e+02 4.027698367321009242e-03 9.435438262165820333e+01 8.800627567829508724e-01
3.448833301412346941e+02 5.946410111373522523e+04 5.209325964042945409e-04 6.009895230837840074e+01 1.803072107185743067e-01
1.855000721138160600e+02 1.719578087353490264e+04 1.162569087097388995e-03 1.141621630335240667e+02 3.647083666431700372e-02
3.217880427804375643e+01 5.113289874382821836e+02 8.439743345403722535e-03 8.559130439542926183e+01 6.872000237464958028e-01
2.052349735543854194e+02 2.105351943380762532e+04 6.988120195667365132e-05 6.794880722167765441e+01 7.322912188421091262e-01
5.540755950650518002e+01 1.524527183527733769e+03 1.565974207483641521e-03 3.654871488639104626e+01 6.131423078603782661e-01
1.799387337450055213e+02 1.618235811556199951e+04 7.401054570865891894e-04 9.288246962245766269e+01 3.328879725673229983e-01
